,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
Detroit Lions,NFC NORTH,7,7,7,10/22/2023,Sun,Away,BAL,L,6,38,,33,53,62.3,253,0,4.8,3.92,66,5,31,14,84,1,6,72,337,4.68,0,0,0,0,4,184,13,4,1,18,5,16,2,6,5,57,0,1,1,29:38:00
Detroit Lions,NFC NORTH,8,8,8,10/30/2023,Mon,Home,LVR,W,26,14,,26,37,70.3,264,1,7.1,6.46,88.1,1,8,43,222,1,5.2,81,486,6,5,4,2,2,1,48,17,10,2,29,6,14,1,1,5,55,2,1,3,39:33:00
Detroit Lions,NFC NORTH,9,9,10,11/12/2023,Sun,Away,LAC,W,41,38,,23,33,69.7,333,2,10.1,11.3,122.4,0,0,31,200,3,6.5,64,533,8.33,2,2,5,5,1,29,13,8,2,23,4,13,4,5,4,44,0,0,0,30:34:00
Detroit Lions,NFC NORTH,10,10,11,11/19/2023,Sun,Home,CHI,W,31,26,,23,35,65.7,223,2,6.4,3.66,66.7,2,13,22,115,2,5.2,59,338,5.73,0,0,3,3,2,97,14,8,1,23,8,11,0,0,5,25,1,3,4,19:36
Detroit Lions,NFC NORTH,11,11,12,11/23/2023,Thu,Home,GNB,L,22,29,,29,44,65.9,324,2,7.4,8.27,102.8,3,8,31,140,1,4.5,78,464,5.95,0,0,1,0,2,83,17,6,2,25,7,15,1,5,7,51,3,0,3,31:56:00
Detroit Lions,NFC NORTH,12,12,13,12/3/2023,Sun,Away,NOR,W,33,28,,16,25,64,205,2,8.2,9.8,116.2,1,8,30,142,2,4.7,56,347,6.2,2,2,3,3,5,254,9,7,2,18,6,13,0,0,6,45,0,0,0,27:50:00
Detroit Lions,NFC NORTH,13,13,14,12/10/2023,Sun,Away,CHI,L,13,28,,20,35,57.1,127,1,3.6,1.63,50.5,4,34,24,140,1,5.8,63,267,4.24,0,0,2,1,4,207,7,6,0,13,6,15,1,5,8,59,1,2,3,26:41:00
Detroit Lions,NFC NORTH,14,14,15,12/16/2023,Sat,Home,DEN,W,42,17,,24,34,70.6,263,5,7.7,10.68,132.7,2,15,28,185,1,6.6,64,448,7,0,0,6,6,4,141,18,10,1,29,5,10,1,1,2,54,0,0,0,31:18:00
Detroit Lions,NFC NORTH,15,15,16,12/24/2023,Sun,Away,MIN,W,30,24,,30,40,75,246,1,6.2,6.65,98.5,1,11,36,143,3,4,77,389,5.05,1,1,4,3,3,143,16,9,3,28,6,12,2,2,9,52,1,0,1,38:22:00
Detroit Lions,NFC NORTH,16,16,17,12/30/2023,Sat,Away,DAL,L,19,20,,20,35,57.1,295,1,8.4,6.43,70.5,1,7,31,125,1,4,67,420,6.27,2,2,1,1,4,195,14,7,0,21,4,13,2,3,6,35,0,2,2,30:36:00
Detroit Lions,NFC NORTH,17,17,18,1/7/2024,Sun,Home,MIN,W,30,20,,23,32,71.9,311,2,9.7,10.97,123.3,1,9,23,70,2,3,56,381,6.8,1,1,4,3,5,268,13,5,1,19,1,9,2,2,4,20,0,0,0,25:01:00
New Orleans Saints,NFC SOUTH,1,1,1,9/9/2018,Sun,Home,TAM,L,40,48,,37,45,82.2,432,3,9.6,10.93,128.9,1,7,13,43,2,3.3,59,475,8.05,1,1,3,3,3,156,19,5,2,26,4,9,1,1,8,77,2,0,2,27:51:00
New Orleans Saints,NFC SOUTH,2,2,2,9/16/2018,Sun,Home,CLE,W,21,18,,28,35,80,213,2,6.1,7.23,111.1,3,30,23,62,0,2.7,61,275,4.51,3,2,1,1,4,179,11,4,3,18,3,12,0,0,4,53,2,0,2,32:41:00
New Orleans Saints,NFC SOUTH,3,3,3,9/23/2018,Sun,Away,ATL,W,43,37,OT,39,49,79.6,391,3,8,9.2,120.3,1,5,27,143,2,5.3,77,534,6.94,3,3,4,4,4,202,19,11,2,32,7,14,1,1,11,120,0,0,0,37:45:00
New Orleans Saints,NFC SOUTH,4,4,4,9/30/2018,Sun,Away,NYG,W,33,18,,19,34,55.9,219,0,6.4,6.44,75.5,1,8,32,170,3,5.3,67,389,5.81,4,4,3,3,2,95,12,10,3,25,5,13,1,1,5,51,0,0,0,31:00:00
New Orleans Saints,NFC SOUTH,5,5,5,10/8/2018,Mon,Home,WAS,W,43,19,,26,29,89.7,349,3,12,14.1,151.3,2,14,32,98,3,3.1,63,447,7.1,1,1,5,4,0,0,15,8,4,27,5,9,0,0,4,45,1,0,1,33:17:00
New Orleans Saints,NFC SOUTH,6,6,7,10/21/2018,Sun,Away,BAL,W,24,23,,22,30,73.3,205,2,6.8,8.17,113.9,1,7,39,134,1,3.4,70,339,4.84,1,1,3,3,2,88,12,12,2,26,6,14,4,5,6,52,1,0,1,33:31:00
New Orleans Saints,NFC SOUTH,7,7,8,10/28/2018,Sun,Away,MIN,W,30,20,,19,24,79.2,164,1,6.8,5.79,91.7,0,0,29,106,1,3.7,53,270,5.09,3,3,3,3,2,86,9,6,2,17,4,9,0,0,7,64,0,1,1,28:37:00
New Orleans Saints,NFC SOUTH,8,8,9,11/4/2018,Sun,Home,LAR,W,45,35,,25,36,69.4,346,4,9.6,11.83,137,0,0,34,141,2,4.1,70,487,6.96,1,1,6,6,2,67,19,10,2,31,7,12,2,2,2,20,1,0,1,33:41:00
New Orleans Saints,NFC SOUTH,9,9,10,11/11/2018,Sun,Away,CIN,W,51,14,,22,27,81.5,265,3,9.8,12.04,144.6,0,0,47,244,3,5.2,74,509,6.88,3,3,6,6,0,0,13,18,2,33,7,12,1,1,1,5,0,0,0,39:46:00
New Orleans Saints,NFC SOUTH,10,10,11,11/18/2018,Sun,Home,PHI,W,48,7,,23,32,71.9,373,4,11.7,14.16,150.1,0,0,37,173,2,4.7,69,546,7.91,2,2,6,6,2,99,21,6,1,28,6,11,1,1,8,69,0,0,0,37:34:00
New Orleans Saints,NFC SOUTH,11,11,12,11/22/2018,Thu,Home,ATL,W,31,17,,15,22,68.2,162,4,7.4,8.95,110.2,2,9,31,150,0,4.8,55,312,5.67,1,1,4,4,3,144,9,9,1,19,5,11,0,0,3,19,0,1,1,29:01:00
New Orleans Saints,NFC SOUTH,12,12,13,11/29/2018,Thu,Away,DAL,L,10,13,,18,28,64.3,111,1,4,3.07,69.2,2,16,19,65,0,3.4,49,176,3.59,1,1,1,1,4,206,6,4,4,14,3,11,0,1,5,48,0,1,1,23:07
New Orleans Saints,NFC SOUTH,13,13,14,12/9/2018,Sun,Away,TAM,W,28,14,,24,31,77.4,198,1,6.4,5.58,90.5,1,3,30,100,2,3.3,62,298,4.81,2,2,2,2,3,155,13,6,0,19,6,12,1,1,6,51,1,1,2,31:53:00
New Orleans Saints,NFC SOUTH,14,14,15,12/17/2018,Mon,Away,CAR,W,12,9,,23,35,65.7,191,0,5.5,4.17,67.7,2,12,32,155,1,4.8,69,346,5.01,2,2,0,0,4,168,8,11,2,21,4,13,1,1,9,80,1,1,2,35:09:00
New Orleans Saints,NFC SOUTH,15,15,16,12/23/2018,Sun,Home,PIT,W,31,28,,27,40,67.5,313,1,7.8,7.2,88.9,2,13,19,57,3,3,61,370,6.07,2,1,4,4,3,141,16,5,3,24,6,12,0,0,9,91,0,1,1,28:40:00
New Orleans Saints,NFC SOUTH,16,16,17,12/30/2018,Sun,Home,CAR,L,14,33,,14,22,63.6,110,1,5,3.86,72.2,2,8,27,184,1,6.8,51,294,5.76,0,0,2,2,5,210,8,9,0,17,4,10,0,1,6,94,0,1,1,26:34:00
New Orleans Saints,NFC SOUTH,1,1,1,9/9/2019,Mon,Home,HOU,W,30,28,,32,43,74.4,362,2,8.4,8.3,105,1,8,21,148,1,7,65,510,7.85,4,3,3,3,2,88,19,6,0,25,7,11,0,0,7,48,0,1,1,30:13:00
New Orleans Saints,NFC SOUTH,2,2,2,9/15/2019,Sun,Away,LAR,L,9,27,,20,35,57.1,187,0,5.3,4.06,60.1,2,16,20,57,0,2.9,57,244,4.28,3,3,0,0,5,244,11,2,2,15,4,13,0,1,11,87,0,1,1,29:39:00
New Orleans Saints,NFC SOUTH,3,3,3,9/22/2019,Sun,Away,SEA,W,33,27,,19,27,70.4,177,2,6.6,8.04,112.7,0,0,23,88,1,3.8,50,265,5.3,0,0,4,3,6,324,9,4,2,15,3,11,1,1,11,70,1,0,1,28:27:00
New Orleans Saints,NFC SOUTH,4,4,4,9/29/2019,Sun,Home,DAL,W,12,10,,23,30,76.7,149,0,5,3.47,72.8,5,44,27,117,0,4.3,62,266,4.29,4,4,0,0,4,174,6,10,2,18,6,14,0,0,9,80,0,1,1,36:04:00
New Orleans Saints,NFC SOUTH,5,5,5,10/6/2019,Sun,Home,TAM,W,31,24,,28,36,77.8,345,4,9.6,10.56,132.1,0,0,31,112,0,3.6,67,457,6.82,1,1,4,4,3,113,18,5,2,25,8,15,1,2,6,40,0,1,1,33:27:00
New Orleans Saints,NFC SOUTH,6,6,6,10/13/2019,Sun,Away,JAX,W,13,6,,24,36,66.7,222,1,6.2,6.72,92.6,3,18,26,104,0,4,65,326,5.02,2,2,1,1,6,251,12,6,0,18,5,13,0,0,3,35,0,0,0,33:09:00
New Orleans Saints,NFC SOUTH,7,7,7,10/20/2019,Sun,Away,CHI,W,36,25,,23,38,60.5,273,2,7.2,8.24,100,1,8,35,151,2,4.3,74,424,5.73,4,2,4,4,4,169,14,9,1,24,7,15,0,0,4,35,0,0,0,37:26:00
New Orleans Saints,NFC SOUTH,8,8,8,10/27/2019,Sun,Home,ARI,W,31,9,,34,43,79.1,373,3,8.7,9.02,116.4,0,0,29,137,1,4.7,72,510,7.08,2,1,4,4,2,88,20,8,0,28,7,12,0,0,2,15,0,1,1,37:59:00
New Orleans Saints,NFC SOUTH,9,9,10,11/10/2019,Sun,Home,ATL,L,9,26,,33,46,71.7,258,0,5.6,5.61,85.2,6,46,11,52,0,4.7,63,310,4.92,3,3,0,0,4,192,13,4,1,18,3,12,0,3,12,90,0,0,0,26:14:00
New Orleans Saints,NFC SOUTH,10,10,11,11/17/2019,Sun,Home,TAM,W,34,17,,28,35,80,219,3,6.3,7.97,121.3,1,9,28,109,0,3.9,64,328,5.13,2,2,4,4,3,126,14,7,0,21,7,13,1,1,9,76,0,0,0,37:00:00
New Orleans Saints,NFC SOUTH,11,11,12,11/24/2019,Sun,Home,CAR,W,34,31,,30,39,76.9,300,3,7.7,8.08,113.2,2,11,18,118,1,6.6,59,418,7.08,2,2,4,4,3,148,17,5,1,23,4,10,0,1,12,123,0,1,1,28:27:00
New Orleans Saints,NFC SOUTH,12,12,13,11/28/2019,Thu,Away,ATL,W,26,18,,18,31,58.1,184,1,5.9,6.58,86,0,0,18,95,1,5.3,49,279,5.69,4,4,2,2,4,194,10,4,0,14,2,10,0,0,9,121,0,0,0,24:23:00
New Orleans Saints,NFC SOUTH,13,13,14,12/8/2019,Sun,Home,SFO,L,46,48,,29,41,70.7,349,5,8.5,10.95,136.1,0,0,27,116,1,4.3,68,465,6.84,2,2,4,4,1,45,17,9,2,28,5,11,2,3,5,50,1,0,1,31:23:00
New Orleans Saints,NFC SOUTH,14,14,15,12/16/2019,Mon,Home,IND,W,34,7,,29,30,96.7,307,4,10.2,12.9,148.9,0,0,33,117,0,3.5,63,424,6.73,2,2,4,4,2,87,18,7,2,27,5,9,0,0,6,52,0,0,0,36:22:00
New Orleans Saints,NFC SOUTH,15,15,16,12/22/2019,Sun,Away,TEN,W,38,28,,28,40,70,275,3,6.9,8.38,114.1,3,24,23,102,2,4.4,66,377,5.71,1,1,5,5,5,244,16,5,2,23,4,12,0,1,11,70,0,0,0,31:04:00
New Orleans Saints,NFC SOUTH,16,16,17,12/29/2019,Sun,Away,CAR,W,42,10,,20,31,64.5,264,3,8.5,10.45,123.6,1,3,35,115,2,3.3,67,379,5.66,0,0,6,6,6,283,16,6,3,25,4,11,0,0,3,44,0,0,0,35:40:00
New Orleans Saints,NFC SOUTH,1,1,1,9/13/2020,Sun,Home,TAM,W,34,23,,19,31,61.3,189,2,6.1,7.39,100.1,1,9,34,82,1,2.4,66,271,4.11,2,2,4,4,6,264,10,5,3,18,5,15,0,1,6,119,0,0,0,31:23:00
New Orleans Saints,NFC SOUTH,2,2,2,9/21/2020,Mon,Away,LVR,L,24,34,,26,38,68.4,312,1,8.2,7.55,91.1,0,0,19,112,2,5.9,57,424,7.44,1,1,3,3,3,109,17,8,1,26,7,11,0,0,10,129,0,1,1,23:42
New Orleans Saints,NFC SOUTH,3,3,3,9/27/2020,Sun,Home,GNB,L,30,37,,29,36,80.6,275,3,7.6,9.31,126.3,2,13,20,122,0,6.1,58,397,6.84,3,3,3,3,3,115,14,5,2,21,5,11,1,1,8,83,1,0,1,28:20:00
New Orleans Saints,NFC SOUTH,4,4,4,10/4/2020,Sun,Away,DET,W,35,29,,19,25,76,228,2,9.1,8.92,113.4,2,18,42,164,3,3.9,69,392,5.68,0,0,5,5,2,66,15,13,1,29,10,14,1,1,4,67,0,1,1,36:46:00
New Orleans Saints,NFC SOUTH,5,5,5,10/12/2020,Mon,Home,LAC,W,30,27,OT,33,48,68.8,313,1,6.5,6,84.8,2,12,25,95,2,3.8,75,408,5.44,3,3,3,3,6,281,17,6,0,23,5,15,0,0,5,60,0,1,1,35:01:00
New Orleans Saints,NFC SOUTH,6,6,7,10/25/2020,Sun,Home,CAR,W,27,24,,30,37,81.1,277,2,7.5,8.57,115.9,1,10,29,138,1,4.8,67,415,6.19,2,2,3,3,0,0,16,9,1,26,12,14,0,0,6,50,1,0,1,34:41:00
New Orleans Saints,NFC SOUTH,7,7,8,11/1/2020,Sun,Away,CHI,W,26,23,OT,31,41,75.6,272,2,6.6,7.61,109,1,8,30,122,0,4.1,72,394,5.47,5,4,2,2,4,153,11,10,2,23,2,13,2,3,5,45,0,0,0,35:15:00
New Orleans Saints,NFC SOUTH,8,8,9,11/8/2020,Sun,Away,TAM,W,38,3,,29,35,82.9,282,4,8.1,10.34,138.3,1,0,37,138,1,3.7,73,420,5.75,1,1,5,5,1,51,15,11,1,27,9,14,1,2,3,28,2,0,2,40:04:00
New Orleans Saints,NFC SOUTH,9,9,10,11/15/2020,Sun,Home,SFO,W,27,13,,14,23,60.9,123,1,5.3,6.22,89.6,3,16,30,114,2,3.8,56,237,4.23,2,2,3,3,5,205,8,7,2,17,2,12,0,0,5,61,2,0,2,27:06:00
New Orleans Saints,NFC SOUTH,10,10,11,11/22/2020,Sun,Home,ATL,W,24,9,,18,23,78.3,210,0,9.1,9.13,104.7,3,23,36,166,3,4.6,62,376,6.06,2,1,3,3,4,159,9,12,3,24,4,11,1,1,5,35,1,0,1,33:41:00
New Orleans Saints,NFC SOUTH,11,11,12,11/29/2020,Sun,Away,DEN,W,31,3,,9,16,56.3,63,0,3.9,1.13,39.3,3,15,44,229,4,5.2,63,292,4.63,1,1,4,4,6,274,4,14,1,19,7,15,0,0,5,35,0,1,1,35:46:00
New Orleans Saints,NFC SOUTH,12,12,13,12/6/2020,Sun,Away,ATL,W,21,16,,27,37,73,217,2,5.9,6.95,105.3,2,15,36,207,1,5.8,75,424,5.65,1,0,3,3,5,199,13,9,1,23,8,17,2,3,10,79,1,0,1,36:54:00
New Orleans Saints,NFC SOUTH,13,13,14,12/13/2020,Sun,Away,PHI,L,21,24,,28,38,73.7,262,2,6.9,6.76,98.8,5,29,20,96,1,4.8,63,358,5.68,2,0,3,3,4,211,15,5,0,20,5,12,0,1,8,52,1,1,2,29:44:00
New Orleans Saints,NFC SOUTH,14,14,15,12/20/2020,Sun,Home,KAN,L,29,32,,15,34,44.1,225,3,6.6,7.06,83.6,1,9,17,60,1,3.5,52,285,5.48,0,0,3,3,8,378,10,3,2,15,1,11,1,1,10,93,0,1,1,18:46
New Orleans Saints,NFC SOUTH,15,15,16,12/25/2020,Fri,Home,MIN,W,52,33,,21,28,75,319,0,11.4,8.18,82.3,0,0,45,264,7,5.9,73,583,7.99,1,1,7,7,0,0,14,21,1,36,5,9,1,1,4,38,0,2,2,36:47:00
New Orleans Saints,NFC SOUTH,16,16,17,1/3/2021,Sun,Away,CAR,W,33,7,,22,32,68.8,191,3,6,7.84,115.5,2,10,30,156,1,5.2,64,347,5.42,2,2,4,3,5,209,11,9,0,20,6,14,1,1,4,31,0,0,0,30:54:00
New Orleans Saints,NFC SOUTH,1,1,1,9/12/2021,Sun,Home,GNB,W,38,3,,15,21,71.4,151,5,7.2,11.95,131.2,0,0,39,171,0,4.4,60,322,5.37,1,1,5,5,2,103,10,11,1,22,5,10,2,2,6,36,0,0,0,34:36:00
New Orleans Saints,NFC SOUTH,2,2,2,9/19/2021,Sun,Away,CAR,L,7,26,,11,22,50,80,0,3.6,-0.45,21,4,31,17,48,1,2.8,43,128,2.98,0,0,1,1,6,294,3,2,1,6,2,11,0,2,11,115,0,2,2,21:28
New Orleans Saints,NFC SOUTH,3,3,3,9/26/2021,Sun,Away,NWE,W,28,13,,13,21,61.9,110,2,5.2,7.14,107.2,3,18,38,142,1,3.7,62,252,4.06,2,0,4,4,5,249,9,10,0,19,6,13,0,0,2,15,0,0,0,32:48:00
New Orleans Saints,NFC SOUTH,4,4,4,10/3/2021,Sun,Home,NYG,L,21,27,OT,19,26,73.1,235,1,9,8.08,97.4,0,0,39,170,2,4.4,65,405,6.23,1,0,3,3,3,132,12,9,0,21,8,13,0,1,5,35,0,1,1,37:31:00
New Orleans Saints,NFC SOUTH,5,5,5,10/10/2021,Sun,Away,WAS,W,33,22,,15,30,50,271,4,9,10.2,107.1,2,8,23,98,1,4.3,55,369,6.71,0,0,5,3,5,268,12,5,1,18,4,11,1,1,6,45,1,1,2,23:34
New Orleans Saints,NFC SOUTH,6,6,7,10/25/2021,Mon,Away,SEA,W,13,10,,19,35,54.3,210,1,6,6.57,81.8,2,12,31,94,0,3,68,304,4.47,2,2,1,1,6,285,10,7,4,21,2,13,2,2,7,90,1,0,1,32:49:00
New Orleans Saints,NFC SOUTH,7,7,8,10/31/2021,Sun,Home,TAM,W,36,27,,22,39,56.4,209,2,5.4,6.38,88.5,1,6,32,152,1,4.8,72,361,5.01,3,3,4,3,3,158,12,8,6,26,5,14,2,3,2,10,0,0,0,33:16:00
New Orleans Saints,NFC SOUTH,8,8,9,11/7/2021,Sun,Home,ATL,L,25,27,,27,43,62.8,267,2,6.2,7.14,95.8,1,15,25,109,1,4.4,69,376,5.45,2,2,1,1,3,122,17,6,3,26,3,10,0,1,10,74,1,0,1,32:21:00
New Orleans Saints,NFC SOUTH,9,9,10,11/14/2021,Sun,Away,TEN,L,21,23,,21,36,58.3,287,2,8,9.08,102.4,4,22,21,86,1,4.1,61,373,6.11,1,1,2,0,5,202,14,5,3,22,5,12,0,0,9,65,1,0,1,28:26:00
New Orleans Saints,NFC SOUTH,10,10,11,11/21/2021,Sun,Away,PHI,L,29,40,,22,40,55,214,3,5.4,4.6,74.4,0,0,22,109,1,5,62,323,5.21,1,1,3,2,6,299,12,5,1,18,6,13,0,0,3,25,1,2,3,22:59
New Orleans Saints,NFC SOUTH,11,11,12,11/25/2021,Thu,Home,BUF,L,6,31,,17,30,56.7,146,1,4.9,4.03,66.8,2,17,25,44,0,1.8,57,190,3.33,0,0,0,0,5,235,7,4,1,12,5,14,1,3,4,24,0,1,1,25:22:00
New Orleans Saints,NFC SOUTH,12,12,13,12/2/2021,Thu,Home,DAL,L,17,27,,19,41,46.3,252,2,6.1,2.73,43,2,12,26,153,0,5.9,69,405,5.87,2,1,2,2,6,308,10,7,0,17,5,14,1,1,7,59,0,4,4,31:54:00
New Orleans Saints,NFC SOUTH,13,13,14,12/12/2021,Sun,Away,NYJ,W,30,9,,15,21,71.4,141,0,6.7,6.71,89.6,3,34,44,203,3,4.6,68,344,5.06,3,3,3,3,5,258,8,12,1,21,6,15,1,1,4,42,0,0,0,38:52:00
New Orleans Saints,NFC SOUTH,14,14,15,12/19/2021,Sun,Away,TAM,W,9,0,,13,27,48.1,151,0,5.6,5.59,65.5,2,3,31,61,0,2,60,212,3.53,3,3,0,0,9,412,5,5,1,11,3,16,0,0,6,41,0,0,0,29:45:00
New Orleans Saints,NFC SOUTH,15,15,16,12/27/2021,Mon,Home,MIA,L,3,20,,12,20,60,81,0,4.1,-0.45,29.4,8,54,23,83,0,3.6,51,164,3.22,1,1,0,0,7,316,5,3,2,10,0,12,1,3,7,62,0,2,2,26:04:00
New Orleans Saints,NFC SOUTH,16,16,17,1/2/2022,Sun,Home,CAR,W,18,10,,17,28,60.7,207,1,7.4,8.11,95.4,2,15,28,73,0,2.6,58,280,4.83,4,4,1,0,5,215,10,4,1,15,5,13,0,0,5,33,0,0,0,29:29:00
New Orleans Saints,NFC SOUTH,17,17,18,1/9/2022,Sun,Away,ATL,W,30,20,,16,24,66.7,174,3,7.3,9.75,127.4,1,4,46,195,0,4.2,71,369,5.2,4,3,3,3,2,100,9,10,3,22,8,16,0,1,4,40,0,0,0,39:17:00
New Orleans Saints,NFC SOUTH,1,1,1,9/11/2022,Sun,Away,ATL,W,27,26,,23,34,67.6,234,2,6.9,8.06,106.7,4,35,19,151,1,7.9,57,385,6.75,3,2,1,1,5,272,12,5,1,18,4,13,0,0,8,99,1,0,1,26:16:00
New Orleans Saints,NFC SOUTH,2,2,2,9/18/2022,Sun,Home,TAM,L,10,20,,25,40,62.5,208,1,5.2,2.33,52.9,6,28,20,100,0,5,66,308,4.67,1,1,1,1,5,218,9,6,3,18,4,13,0,1,9,60,2,3,5,30:18:00
New Orleans Saints,NFC SOUTH,3,3,3,9/25/2022,Sun,Away,CAR,L,14,22,,25,41,61,342,1,8.3,6.63,75.5,1,11,22,84,1,3.8,64,426,6.66,2,0,2,2,6,285,14,4,1,19,5,13,0,0,7,58,1,2,3,29:50:00
New Orleans Saints,NFC SOUTH,4,4,4,10/2/2022,Sun,Home,MIN,L,25,28,,20,28,71.4,227,1,8.1,8.82,107.3,2,9,27,111,2,4.1,57,338,5.93,2,1,2,2,4,194,11,8,0,19,4,10,1,1,10,102,2,0,2,27:47:00
New Orleans Saints,NFC SOUTH,5,5,5,10/9/2022,Sun,Home,SEA,W,39,32,,17,25,68,203,2,8.1,7.92,102.6,1,6,48,235,3,4.9,74,438,5.92,1,1,4,4,4,189,9,14,3,26,8,14,0,0,6,57,1,1,2,37:35:00
New Orleans Saints,NFC SOUTH,6,6,6,10/16/2022,Sun,Home,CIN,L,26,30,,19,36,52.8,171,1,4.8,5.31,75.1,1,7,34,228,1,6.7,71,399,5.62,4,4,2,2,3,149,12,9,1,22,8,17,0,1,4,34,0,0,0,32:14:00
New Orleans Saints,NFC SOUTH,7,7,7,10/20/2022,Thu,Away,ARI,L,34,42,,32,49,65.3,409,4,8.3,7.22,93,0,0,22,85,0,3.9,71,494,6.96,2,2,4,4,2,94,17,7,1,25,6,13,1,1,8,49,0,3,3,29:02:00
New Orleans Saints,NFC SOUTH,8,8,8,10/30/2022,Sun,Home,LVR,W,24,0,,23,31,74.2,231,2,7.5,8.74,116.5,0,0,32,136,1,4.3,63,367,5.83,2,1,3,3,2,80,12,9,1,22,7,12,0,1,5,27,0,0,0,34:51:00
New Orleans Saints,NFC SOUTH,9,9,9,11/7/2022,Mon,Home,BAL,L,13,27,,20,30,66.7,195,1,6.5,5.67,81.9,4,28,15,48,0,3.2,49,243,4.96,2,2,1,1,5,232,10,2,1,13,3,11,1,1,5,40,0,1,1,22:13
New Orleans Saints,NFC SOUTH,10,10,10,11/13/2022,Sun,Away,PIT,L,10,20,,17,28,60.7,157,1,5.6,3.11,58.2,2,17,15,29,0,1.9,45,186,4.13,1,1,1,1,5,259,8,1,1,10,3,12,0,1,10,74,0,2,2,21:04
New Orleans Saints,NFC SOUTH,11,11,11,11/20/2022,Sun,Home,LAR,W,27,20,,22,28,78.6,235,3,8.4,10.54,137.4,4,39,24,88,0,3.7,56,323,5.77,2,2,3,3,5,239,14,4,1,19,4,11,0,0,2,15,0,0,0,31:07:00
New Orleans Saints,NFC SOUTH,12,12,12,11/27/2022,Sun,Away,SFO,L,0,13,,18,30,60,197,0,6.6,6.57,79.4,1,7,22,63,0,2.9,53,260,4.91,1,0,0,0,4,183,8,4,2,14,4,11,0,1,6,46,2,0,2,25:10:00
New Orleans Saints,NFC SOUTH,13,13,13,12/5/2022,Mon,Away,TAM,L,16,17,,21,29,72.4,232,1,8,8.69,107.3,2,18,25,66,0,2.6,56,298,5.32,3,3,1,1,6,262,12,1,1,14,5,14,0,0,6,84,0,0,0,29:55:00
New Orleans Saints,NFC SOUTH,14,14,15,12/18/2022,Sun,Home,ATL,W,21,18,,13,19,68.4,214,3,11.3,14.42,145.6,2,17,34,134,0,3.9,55,348,6.33,0,0,3,3,4,181,11,6,0,17,5,11,0,1,6,46,1,0,1,29:04:00
New Orleans Saints,NFC SOUTH,15,15,16,12/24/2022,Sat,Away,CLE,W,17,10,,8,15,53.3,92,0,6.1,3.13,44.3,0,0,39,152,2,3.9,54,244,4.52,1,1,2,2,6,254,5,8,1,14,7,15,0,0,2,15,0,1,1,29:14:00
New Orleans Saints,NFC SOUTH,16,16,17,1/1/2023,Sun,Away,PHI,W,20,10,,20,24,83.3,184,0,7.7,5.79,81.2,7,45,35,129,1,3.7,66,313,4.74,2,2,2,2,6,256,10,8,1,19,7,16,1,1,3,20,0,1,1,37:04:00
New Orleans Saints,NFC SOUTH,17,17,18,1/8/2023,Sun,Home,CAR,L,7,10,,15,25,60,161,1,6.4,7.24,92.2,1,10,32,143,0,4.5,58,304,5.24,2,0,1,1,5,224,7,7,2,16,4,13,0,1,2,15,1,0,1,29:05:00
New Orleans Saints,NFC SOUTH,1,1,1,9/10/2023,Sun,Home,TEN,W,16,15,,23,33,69.7,282,1,8.5,7.79,93.2,4,23,27,69,0,2.6,64,351,5.48,3,3,1,1,5,241,12,2,1,15,7,16,0,0,7,45,1,1,2,28:40:00
New Orleans Saints,NFC SOUTH,2,2,2,9/18/2023,Mon,Away,CAR,W,20,17,,22,37,59.5,207,0,5.6,4.38,63.7,4,29,33,134,2,4.1,74,341,4.61,2,2,2,2,5,210,11,10,2,23,7,16,0,0,3,32,0,1,1,32:49:00
New Orleans Saints,NFC SOUTH,3,3,3,9/24/2023,Sun,Away,GNB,L,17,18,,23,34,67.6,175,1,5.1,5.74,89.7,4,29,22,77,0,3.5,60,252,4.2,2,1,2,2,7,293,9,5,1,15,4,14,1,1,7,102,0,0,0,27:25:00
New Orleans Saints,NFC SOUTH,4,4,4,10/1/2023,Sun,Home,TAM,L,9,26,,24,39,61.5,127,0,3.3,2.1,56.2,3,13,19,70,0,3.7,61,197,3.23,3,3,0,0,4,162,9,4,3,16,5,14,1,2,7,58,2,1,3,28:49:00
New Orleans Saints,NFC SOUTH,5,5,5,10/8/2023,Sun,Away,NWE,W,34,0,,18,26,69.2,168,2,6.5,8,112.3,2,15,42,136,1,3.2,70,304,4.34,2,2,4,4,7,307,11,6,0,17,5,15,0,0,12,86,0,0,0,39:34:00
New Orleans Saints,NFC SOUTH,6,6,6,10/15/2023,Sun,Away,HOU,L,13,20,,33,51,64.7,341,1,6.7,6.2,82.2,2,16,25,89,0,3.6,78,430,5.51,4,2,1,1,3,126,13,9,2,24,6,15,0,2,7,83,1,1,2,31:33:00
