,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
New Orleans Saints,NFC SOUTH,7,7,7,10/19/2023,Thu,Home,JAX,L,24,31,,33,55,60,295,1,5.4,4.91,72.9,1,6,31,112,1,3.6,87,407,4.68,4,3,1,1,4,169,15,8,2,25,3,18,4,6,3,34,0,1,1,36:10:00
New Orleans Saints,NFC SOUTH,8,8,8,10/29/2023,Sun,Away,IND,W,38,27,,20,29,69,350,2,12.1,13.45,132.8,1,4,36,161,3,4.5,66,511,7.74,1,1,5,5,4,158,12,10,2,24,6,12,0,0,8,73,1,0,1,30:09:00
New Orleans Saints,NFC SOUTH,9,9,9,11/5/2023,Sun,Home,CHI,W,24,17,,26,35,74.3,214,3,6.1,7.83,118,0,0,27,87,0,3.2,62,301,4.85,2,1,3,3,4,164,11,6,1,18,7,14,0,1,1,5,0,0,0,29:20:00
New Orleans Saints,NFC SOUTH,10,10,10,11/12/2023,Sun,Away,MIN,L,19,27,,26,43,60.5,215,2,5,3.84,69.4,3,17,15,65,0,4.3,61,280,4.59,1,1,0,0,6,279,10,4,2,16,4,14,2,2,9,74,0,2,2,26:54:00
New Orleans Saints,NFC SOUTH,11,11,12,11/26/2023,Sun,Away,ATL,L,15,24,,24,38,63.2,296,0,7.8,6.61,76.2,1,8,28,148,0,5.3,67,444,6.63,6,5,0,0,1,46,13,6,3,22,6,14,0,0,6,50,1,1,2,31:34:00
New Orleans Saints,NFC SOUTH,12,12,13,12/3/2023,Sun,Home,DET,L,28,33,,19,29,65.5,249,1,8.6,7.72,89.6,2,18,36,113,3,3.1,67,362,5.4,0,0,4,4,4,180,12,10,1,23,6,12,0,1,6,50,1,1,2,32:10:00
New Orleans Saints,NFC SOUTH,13,13,14,12/10/2023,Sun,Home,CAR,W,28,6,,18,26,69.2,110,2,4.2,4.04,87,1,9,25,97,1,3.9,52,207,3.98,1,0,4,4,5,200,8,5,1,14,3,10,0,0,3,30,0,1,1,25:10:00
New Orleans Saints,NFC SOUTH,14,14,15,12/17/2023,Sun,Home,NYG,W,24,6,,23,29,79.3,209,3,7.2,9.28,131.2,1,9,28,87,0,3.1,58,296,5.1,1,1,3,3,4,167,11,7,2,20,6,12,0,0,6,58,0,0,0,33:27:00
New Orleans Saints,NFC SOUTH,15,15,16,12/21/2023,Thu,Away,LAR,L,22,30,,27,40,67.5,304,3,7.6,7.98,104.6,2,15,16,35,0,2.2,58,339,5.84,0,0,2,2,2,71,16,2,0,18,5,11,0,3,3,20,0,1,1,25:42:00
New Orleans Saints,NFC SOUTH,16,16,17,12/31/2023,Sun,Away,TAM,W,23,13,,25,34,73.5,202,2,5.9,7.12,107.7,1,6,35,108,0,3.1,70,310,4.43,3,3,2,2,6,268,13,6,1,20,8,18,0,0,5,31,0,0,0,36:38:00
New Orleans Saints,NFC SOUTH,17,17,18,1/7/2024,Sun,Home,ATL,W,48,17,,22,28,78.6,246,4,8.8,11.64,142.9,3,18,35,154,2,4.4,66,400,6.06,2,2,6,6,4,183,13,12,2,27,3,10,1,1,3,15,0,0,0,33:50:00
Atlanta Falcons,NFC SOUTH,1,1,1,9/6/2018,Thu,Away,PHI,L,12,18,,21,43,48.8,225,0,5.2,4.19,54.9,4,26,18,74,1,4.1,65,299,4.6,2,2,1,0,6,286,9,4,3,16,4,15,0,1,15,135,0,1,1,27:50:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/16/2018,Sun,Home,CAR,W,31,24,,23,28,82.1,272,2,9.7,9.54,116.1,0,0,32,170,2,5.3,60,442,7.37,1,1,4,4,4,179,12,10,1,23,6,11,0,0,2,26,0,1,1,29:42:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/23/2018,Sun,Home,NOR,L,37,43,OT,26,35,74.3,359,5,10.3,13.11,146.3,3,15,22,48,0,2.2,60,407,6.78,0,0,3,3,6,216,19,1,4,24,4,11,0,0,5,54,0,0,0,29:20:00
Atlanta Falcons,NFC SOUTH,4,4,4,9/30/2018,Sun,Home,CIN,L,36,37,,29,39,74.4,403,3,10.3,11.87,132.7,3,16,24,92,1,3.8,66,495,7.5,3,3,3,3,1,41,20,4,1,25,11,15,0,1,10,95,0,0,0,29:22:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/7/2018,Sun,Away,PIT,L,17,41,,31,45,68.9,262,1,5.8,6.27,91.2,6,43,19,62,1,3.3,70,324,4.63,1,1,2,2,4,117,14,4,4,22,6,14,1,3,7,75,1,0,1,30:52:00
Atlanta Falcons,NFC SOUTH,6,6,6,10/14/2018,Sun,Home,TAM,W,34,29,,31,41,75.6,347,3,8.5,9.93,124.7,1,8,22,70,1,3.2,64,417,6.52,2,2,4,4,4,180,19,6,1,26,8,13,0,0,5,30,0,0,0,31:39:00
Atlanta Falcons,NFC SOUTH,7,7,7,10/22/2018,Mon,Home,NYG,W,23,20,,31,39,79.5,356,1,9.1,9.64,113.2,3,23,20,67,1,3.4,62,423,6.82,3,3,2,2,3,133,15,5,2,22,7,13,0,0,5,29,1,0,1,32:17:00
Atlanta Falcons,NFC SOUTH,8,8,9,11/4/2018,Sun,Away,WAS,W,38,14,,26,38,68.4,337,4,8.9,9.79,120.2,2,13,24,154,1,6.4,64,491,7.67,1,1,5,5,2,103,17,6,2,25,10,13,0,0,7,50,0,1,1,32:56:00
Atlanta Falcons,NFC SOUTH,9,9,10,11/11/2018,Sun,Away,CLE,L,16,28,,38,52,73.1,311,2,6,6.75,100.7,2,19,19,71,0,3.7,73,382,5.23,1,1,1,1,3,118,19,5,1,25,5,14,2,4,1,5,2,0,2,31:23:00
Atlanta Falcons,NFC SOUTH,10,10,11,11/18/2018,Sun,Home,DAL,L,19,22,,24,34,70.6,274,1,8.1,7.32,92,3,17,18,80,0,4.4,55,354,6.44,4,4,1,1,2,62,13,6,0,19,6,12,0,0,2,15,0,1,1,28:03:00
Atlanta Falcons,NFC SOUTH,11,11,12,11/22/2018,Thu,Away,NOR,L,17,31,,35,47,74.5,340,2,7.2,7.13,99.6,6,37,16,26,0,1.6,69,366,5.3,1,1,2,2,2,96,18,2,1,21,5,15,4,6,2,26,3,1,4,30:59:00
Atlanta Falcons,NFC SOUTH,12,12,13,12/2/2018,Sun,Home,BAL,L,16,26,,16,27,59.3,97,1,3.6,4.33,78.8,3,34,15,34,0,2.3,45,131,2.91,1,1,1,1,5,252,6,5,5,16,2,9,0,1,8,82,1,0,1,20:21
Atlanta Falcons,NFC SOUTH,13,13,14,12/9/2018,Sun,Away,GNB,L,20,34,,28,42,66.7,237,3,5.6,6,95,2,25,24,107,0,4.5,68,344,5.06,1,0,3,2,4,200,16,5,1,22,3,12,3,3,13,101,1,1,2,30:49:00
Atlanta Falcons,NFC SOUTH,14,14,15,12/16/2018,Sun,Home,ARI,W,40,14,,22,36,61.1,220,2,6.1,7.22,97,2,11,27,215,2,8,65,435,6.69,2,2,4,4,6,266,14,8,1,23,5,13,0,0,6,50,0,0,0,30:40:00
Atlanta Falcons,NFC SOUTH,15,15,16,12/23/2018,Sun,Away,CAR,W,24,10,,15,26,57.7,233,3,9,11.27,126,1,6,21,194,0,9.2,48,427,8.9,1,1,3,3,5,235,8,6,2,16,4,10,0,0,4,41,2,0,2,22:31
Atlanta Falcons,NFC SOUTH,16,16,17,12/30/2018,Sun,Away,TAM,W,34,32,,32,45,71.1,380,3,8.4,8.78,109.5,1,3,30,109,1,3.6,76,489,6.43,2,2,4,4,5,245,19,7,1,27,6,13,0,0,9,85,0,1,1,34:46:00
Atlanta Falcons,NFC SOUTH,1,1,1,9/8/2019,Sun,Away,MIN,L,12,28,,33,46,71.7,272,2,5.9,4.83,82.9,4,32,17,73,0,4.3,67,345,5.15,0,0,0,0,4,130,16,5,6,27,2,8,2,2,9,78,1,2,3,30:13:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/15/2019,Sun,Home,PHI,W,24,20,,27,43,62.8,310,3,7.2,5.47,78.6,1,10,17,57,0,3.4,61,367,6.02,2,1,3,3,3,118,15,3,1,19,3,10,1,1,10,58,0,3,3,27:06:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/22/2019,Sun,Away,IND,L,24,27,,29,34,85.3,304,3,8.9,9.38,121.1,0,0,20,93,0,4.7,54,397,7.35,1,1,3,3,1,39,17,6,2,25,8,10,0,0,16,128,0,1,1,28:37:00
Atlanta Falcons,NFC SOUTH,4,4,4,9/29/2019,Sun,Home,TEN,L,10,24,,35,53,66,364,0,6.9,6.87,85.7,5,33,17,58,1,3.4,75,422,5.63,2,1,1,1,3,129,17,5,2,24,5,14,1,4,7,50,1,0,1,30:41:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/6/2019,Sun,Away,HOU,L,32,53,,32,46,69.6,316,3,6.9,7.2,101.4,2,14,20,57,1,2.9,68,373,5.49,1,1,3,3,5,251,14,5,3,22,9,16,1,1,7,63,0,1,1,29:00:00
Atlanta Falcons,NFC SOUTH,6,6,6,10/13/2019,Sun,Away,ARI,L,33,34,,30,36,83.3,341,4,9.5,11.69,143.2,2,15,25,103,0,4.1,63,444,7.05,2,2,4,3,3,130,20,7,4,31,6,11,0,0,8,72,0,0,0,32:47:00
Atlanta Falcons,NFC SOUTH,7,7,7,10/20/2019,Sun,Home,LAR,L,10,37,,22,33,66.7,186,1,5.6,4.88,78.6,5,38,15,38,0,2.5,53,224,4.23,2,1,1,1,5,205,12,1,1,14,3,12,0,0,5,48,2,1,3,22:51
Atlanta Falcons,NFC SOUTH,8,8,8,10/27/2019,Sun,Home,SEA,L,20,27,,39,52,75,441,1,8.5,8,98.3,2,19,17,69,1,4.1,71,510,7.18,4,2,0,0,1,36,24,4,2,30,3,9,1,1,5,40,2,1,3,30:47:00
Atlanta Falcons,NFC SOUTH,9,9,10,11/10/2019,Sun,Away,NOR,W,26,9,,20,35,57.1,174,2,5,4.83,77.6,1,8,34,143,0,4.2,70,317,4.53,4,4,2,2,2,77,9,9,6,24,6,15,1,1,7,48,0,1,1,33:46:00
Atlanta Falcons,NFC SOUTH,10,10,11,11/17/2019,Sun,Away,CAR,W,29,3,,22,32,68.8,295,1,9.2,9.84,108.2,3,19,26,54,1,2.1,61,349,5.72,4,3,2,2,3,127,15,4,1,20,6,14,1,1,3,20,0,0,0,31:26:00
Atlanta Falcons,NFC SOUTH,11,11,12,11/24/2019,Sun,Home,TAM,L,22,35,,28,55,50.9,280,1,5.1,4.64,64.2,6,46,19,57,1,3,80,337,4.21,3,3,1,1,6,261,14,5,3,22,4,16,2,3,7,60,1,1,2,31:38:00
Atlanta Falcons,NFC SOUTH,12,12,13,11/28/2019,Thu,Home,NOR,L,18,26,,35,50,70,259,2,5.2,4.18,78.7,9,53,26,89,0,3.4,85,348,4.09,3,2,1,0,3,87,18,4,5,27,6,16,2,4,4,18,1,2,3,35:37:00
Atlanta Falcons,NFC SOUTH,13,13,14,12/8/2019,Sun,Home,CAR,W,40,20,,20,34,58.8,302,2,8.9,10.06,107.7,1,11,32,159,2,5,67,461,6.88,4,4,4,4,4,177,13,9,0,22,5,12,0,0,6,58,0,0,0,31:44:00
Atlanta Falcons,NFC SOUTH,14,14,15,12/15/2019,Sun,Away,SFO,W,29,22,,25,39,64.1,201,2,5.2,6.18,94.1,2,9,20,89,1,4.5,61,290,4.75,1,1,2,2,5,252,14,3,3,20,7,13,0,0,11,98,1,0,1,29:12:00
Atlanta Falcons,NFC SOUTH,15,15,16,12/22/2019,Sun,Home,JAX,W,24,12,,32,45,71.1,383,1,8.5,6.96,85.7,1,1,27,135,2,5,73,518,7.1,2,1,3,3,3,121,20,8,0,28,7,13,0,0,9,64,0,2,2,33:07:00
Atlanta Falcons,NFC SOUTH,16,16,17,12/29/2019,Sun,Away,TAM,W,28,22,OT,30,51,58.8,286,1,5.6,6,81,6,27,30,87,0,2.9,87,373,4.29,5,5,1,1,2,70,20,6,2,28,7,18,1,3,5,53,1,0,1,36:22:00
Atlanta Falcons,NFC SOUTH,1,1,1,9/13/2020,Sun,Home,SEA,L,25,38,,37,54,68.5,434,2,8,7.94,97.3,2,16,21,72,1,3.4,77,506,6.57,2,2,2,1,2,100,23,4,1,28,7,14,0,4,6,72,1,1,2,29:24:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/20/2020,Sun,Away,DAL,L,39,40,,24,37,64.9,267,4,7.2,9.38,122.2,1,6,34,113,0,3.3,72,380,5.28,4,4,3,3,4,158,15,5,2,22,8,17,2,2,8,51,0,0,0,33:48:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/27/2020,Sun,Home,CHI,L,26,30,,19,38,50,227,1,6,5.32,66.4,2,11,25,144,2,5.8,65,371,5.71,3,2,3,2,6,233,13,6,3,22,4,13,0,0,7,75,0,1,1,25:10:00
Atlanta Falcons,NFC SOUTH,4,4,4,10/5/2020,Mon,Away,GNB,L,16,30,,28,39,71.8,249,0,6.4,6.38,88.5,4,36,25,78,2,3.1,68,327,4.81,1,1,2,1,3,122,15,8,1,24,3,12,2,4,3,23,0,0,0,30:22:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/11/2020,Sun,Home,CAR,L,16,23,,21,37,56.8,207,0,5.6,4.38,61.4,2,19,24,166,1,6.9,63,373,5.92,3,3,1,1,3,139,11,10,0,21,6,13,1,1,3,40,0,1,1,26:55:00
Atlanta Falcons,NFC SOUTH,6,6,6,10/18/2020,Sun,Away,MIN,W,40,23,,30,40,75,363,4,9.1,11.08,135.7,2,8,37,99,0,2.7,79,462,5.85,4,4,4,4,2,68,17,5,2,24,9,17,3,3,5,25,1,0,1,40:07:00
Atlanta Falcons,NFC SOUTH,7,7,7,10/25/2020,Sun,Home,DET,L,22,23,,31,42,73.8,322,1,7.7,8.14,103.5,2,16,26,66,2,2.5,70,388,5.54,0,0,2,2,4,180,19,5,2,26,7,14,1,2,8,53,1,0,1,30:45:00
Atlanta Falcons,NFC SOUTH,8,8,8,10/29/2020,Thu,Away,CAR,W,25,17,,21,30,70,270,0,9,7.5,84,2,11,36,131,2,3.6,68,401,5.9,4,4,2,1,1,39,14,10,4,28,3,9,0,0,6,63,0,1,1,36:30:00
Atlanta Falcons,NFC SOUTH,9,9,9,11/8/2020,Sun,Home,DEN,W,34,27,,25,35,71.4,271,3,7.7,8.17,110.5,2,13,32,92,1,2.9,69,363,5.26,2,2,4,4,5,183,15,5,3,23,6,13,0,0,5,61,0,1,1,33:27:00
Atlanta Falcons,NFC SOUTH,10,10,11,11/22/2020,Sun,Away,NOR,L,9,24,,19,37,51.4,196,0,5.3,2.86,44.4,8,36,14,52,0,3.7,59,248,4.2,3,3,0,0,5,250,10,1,3,14,2,14,2,3,7,53,0,2,2,26:19:00
Atlanta Falcons,NFC SOUTH,11,11,12,11/29/2020,Sun,Home,LVR,W,43,6,,22,39,56.4,179,2,4.6,4.46,74.6,1,6,32,125,1,3.9,72,304,4.22,5,5,4,4,3,99,13,5,5,23,9,19,1,1,6,49,0,1,1,34:58:00
Atlanta Falcons,NFC SOUTH,12,12,13,12/6/2020,Sun,Home,NOR,L,16,21,,19,39,48.7,262,1,6.7,7.23,79.2,3,11,21,70,0,3.3,63,332,5.27,3,3,1,1,5,218,12,4,5,21,5,13,0,1,1,15,1,0,1,23:06
Atlanta Falcons,NFC SOUTH,13,13,14,12/13/2020,Sun,Away,LAC,L,17,20,,22,33,66.7,249,2,7.5,4.67,71.4,2,14,20,70,0,3.5,55,319,5.8,1,1,2,2,2,85,11,6,2,19,9,12,0,0,4,35,0,3,3,25:45:00
Atlanta Falcons,NFC SOUTH,14,14,15,12/20/2020,Sun,Home,TAM,L,27,31,,34,49,69.4,332,3,6.8,8,108.5,3,24,13,37,0,2.8,65,369,5.68,2,2,3,3,5,242,21,2,0,23,6,15,1,2,3,28,0,0,0,28:11:00
Atlanta Falcons,NFC SOUTH,15,15,16,12/27/2020,Sun,Away,KAN,L,14,17,,27,35,77.1,277,2,7.9,9.06,118.4,4,23,23,90,0,3.9,62,367,5.92,1,0,2,2,5,222,17,4,2,23,6,12,0,0,7,45,1,0,1,33:12:00
Atlanta Falcons,NFC SOUTH,16,16,17,1/3/2021,Sun,Away,TAM,L,27,44,,29,44,65.9,258,2,5.9,6.77,96.6,1,7,26,127,1,4.9,71,385,5.42,2,2,3,3,1,43,17,6,2,25,7,14,2,3,4,48,2,0,2,33:12:00
Atlanta Falcons,NFC SOUTH,1,1,1,9/12/2021,Sun,Home,PHI,L,6,32,,21,35,60,136,0,3.9,3.89,68.3,3,28,26,124,0,4.8,64,260,4.06,2,2,0,0,6,279,8,7,4,19,3,14,1,3,12,99,0,0,0,28:58:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/19/2021,Sun,Away,TAM,L,25,48,,35,48,72.9,293,2,6.1,4.13,76.1,1,7,20,55,1,2.8,69,348,5.04,1,1,2,2,4,157,15,2,2,19,6,15,1,4,6,49,0,3,3,33:31:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/26/2021,Sun,Away,NYG,W,17,14,,27,36,75,227,2,6.3,7.42,109.4,3,16,20,69,0,3.5,59,296,5.02,1,1,2,2,6,284,12,3,3,18,5,13,0,0,4,28,1,0,1,28:09:00
Atlanta Falcons,NFC SOUTH,4,4,4,10/3/2021,Sun,Home,WAS,L,30,34,,25,42,59.5,275,4,6.5,8.45,110.7,1,8,28,99,0,3.5,71,374,5.27,1,1,3,3,4,167,15,6,3,24,10,16,0,0,7,36,0,0,0,30:43:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/10/2021,Sun,Home,NYJ,W,27,20,,33,46,71.7,342,2,7.4,8.3,107.3,0,0,29,108,1,3.7,75,450,6,2,2,3,3,2,56,19,5,4,28,9,14,1,1,4,66,2,0,2,35:54:00
Atlanta Falcons,NFC SOUTH,6,6,7,10/24/2021,Sun,Away,MIA,W,30,28,,25,40,62.5,325,2,8.1,8,94.3,1,11,22,72,1,3.3,63,397,6.3,3,3,3,3,3,126,15,5,1,21,6,13,0,0,3,29,1,1,2,25:22:00
Atlanta Falcons,NFC SOUTH,7,7,8,10/31/2021,Sun,Home,CAR,L,13,19,,20,27,74.1,131,1,4.9,2.26,65.5,3,15,20,82,0,4.1,50,213,4.26,3,2,1,1,4,190,11,2,4,17,3,10,1,1,3,15,0,2,2,24:37:00
Atlanta Falcons,NFC SOUTH,8,8,9,11/7/2021,Sun,Away,NOR,W,27,25,,23,30,76.7,332,2,11.1,12.4,134.3,2,11,25,34,1,1.4,57,366,6.42,2,2,3,3,5,224,14,2,2,18,5,13,0,1,6,76,0,0,0,27:39:00
Atlanta Falcons,NFC SOUTH,9,9,10,11/14/2021,Sun,Away,DAL,L,3,43,,10,27,37,111,0,4.1,-0.89,10.5,2,20,24,103,0,4.3,53,214,4.04,1,1,0,0,5,231,8,3,0,11,1,11,0,2,6,41,0,3,3,22:19
Atlanta Falcons,NFC SOUTH,10,10,11,11/18/2021,Thu,Home,NWE,L,0,25,,20,32,62.5,125,0,3.9,-1.72,30.9,4,33,16,40,0,2.5,52,165,3.17,1,0,0,0,5,269,7,3,1,11,2,11,1,2,9,72,0,4,4,27:17:00
Atlanta Falcons,NFC SOUTH,11,11,12,11/28/2021,Sun,Away,JAX,W,21,14,,19,29,65.5,183,1,6.3,5.45,80.1,1,7,29,149,2,5.1,59,332,5.63,0,0,3,3,5,224,12,6,3,21,5,12,0,0,5,26,0,1,1,30:52:00
Atlanta Falcons,NFC SOUTH,12,12,13,12/5/2021,Sun,Home,TAM,L,17,30,,30,41,73.2,259,0,6.3,6.32,89.4,5,38,23,121,1,5.3,69,380,5.51,1,1,2,2,5,215,14,5,2,21,9,17,0,0,6,39,1,0,1,32:46:00
Atlanta Falcons,NFC SOUTH,13,13,14,12/12/2021,Sun,Away,CAR,W,29,21,,19,28,67.9,190,1,6.8,7.5,98.8,0,0,36,128,1,3.6,64,318,4.97,3,3,2,2,2,110,10,9,1,20,7,14,2,2,6,60,1,0,1,34:37:00
Atlanta Falcons,NFC SOUTH,14,14,15,12/19/2021,Sun,Away,SFO,L,13,31,,19,32,59.4,213,1,6.7,7.28,89.7,3,23,23,62,0,2.7,58,275,4.74,2,2,1,1,2,99,8,3,2,13,5,13,0,3,4,29,1,0,1,29:33:00
Atlanta Falcons,NFC SOUTH,15,15,16,12/26/2021,Sun,Home,DET,W,20,16,,18,24,75,207,1,8.6,9.46,114.4,3,8,18,47,1,2.6,45,254,5.64,2,2,2,2,2,115,10,4,0,14,2,8,1,1,2,15,1,0,1,21:55
Atlanta Falcons,NFC SOUTH,16,16,17,1/2/2022,Sun,Away,BUF,L,15,29,,13,23,56.5,169,0,7.3,7.35,79.8,5,28,22,96,1,4.4,50,265,5.3,2,2,1,1,4,159,9,7,2,18,1,7,0,1,4,27,1,0,1,23:53
Atlanta Falcons,NFC SOUTH,17,17,18,1/9/2022,Sun,Home,NOR,L,20,30,,20,33,60.6,195,1,5.9,5.15,74.7,3,21,12,62,1,5.2,48,257,5.35,2,2,2,2,2,93,9,3,1,13,3,10,2,3,5,46,2,1,3,20:43
Atlanta Falcons,NFC SOUTH,1,1,1,9/11/2022,Sun,Home,NOR,L,26,27,,20,33,60.6,215,0,6.5,6.52,79.7,0,0,38,201,2,5.3,71,416,5.86,5,4,2,2,4,180,8,13,5,26,5,13,0,0,8,55,2,0,2,33:44:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/18/2022,Sun,Away,LAR,L,27,31,,17,26,65.4,171,2,6.6,4.65,77.6,3,25,27,90,0,3.3,56,261,4.66,2,1,2,2,1,44,11,4,2,17,3,10,1,2,5,29,1,2,3,29:36:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/25/2022,Sun,Away,SEA,W,27,23,,13,20,65,207,1,10.4,9.1,95.2,3,22,31,179,2,5.8,54,386,7.15,2,2,3,3,1,73,13,8,3,24,4,7,0,0,2,15,1,1,2,28:14:00
Atlanta Falcons,NFC SOUTH,4,4,4,10/2/2022,Sun,Home,CLE,W,23,20,,7,19,36.8,131,0,6.9,4.53,39.6,1,8,35,202,2,5.8,55,333,6.05,3,3,2,2,3,153,6,11,2,19,3,9,0,0,1,15,0,1,1,24:16:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/9/2022,Sun,Away,TAM,L,15,21,,14,25,56,110,1,4.4,5.2,80.4,5,37,31,151,1,4.9,61,261,4.28,1,0,1,1,6,290,7,10,2,19,6,14,1,1,6,55,0,0,0,30:34:00
Atlanta Falcons,NFC SOUTH,6,6,6,10/16/2022,Sun,Home,SFO,W,28,14,,13,14,92.9,121,2,8.6,11.5,142.3,2,8,40,168,1,4.2,56,289,5.16,0,0,4,4,5,215,7,10,1,18,9,14,0,0,5,40,0,0,0,33:25:00
Atlanta Falcons,NFC SOUTH,7,7,7,10/23/2022,Sun,Away,CIN,L,17,35,,8,13,61.5,107,1,8.2,9.77,113.3,3,17,29,107,1,3.7,45,214,4.76,1,1,2,2,6,282,5,7,1,13,4,10,0,0,3,22,0,0,0,26:55:00
Atlanta Falcons,NFC SOUTH,8,8,8,10/30/2022,Sun,Home,CAR,W,37,34,OT,20,28,71.4,239,3,8.5,7.46,103.1,2,14,37,167,0,4.5,67,406,6.06,3,3,4,4,4,210,14,7,0,21,6,12,0,0,7,64,0,2,2,36:34:00
Atlanta Falcons,NFC SOUTH,9,9,9,11/6/2022,Sun,Home,LAC,L,17,20,,12,23,52.2,114,0,5,4.96,66.2,2,15,35,201,2,5.7,60,315,5.25,2,1,2,2,4,204,7,12,0,19,5,11,0,0,2,15,2,0,2,31:49:00
Atlanta Falcons,NFC SOUTH,10,10,10,11/10/2022,Thu,Away,CAR,L,15,25,,19,30,63.3,153,2,5.1,4.93,84.4,5,33,25,138,0,5.5,60,291,4.85,1,1,2,0,5,174,11,6,3,20,3,11,0,2,4,37,0,1,1,25:48:00
Atlanta Falcons,NFC SOUTH,11,11,11,11/20/2022,Sun,Home,CHI,W,27,24,,13,20,65,131,1,6.6,7.55,100.2,0,0,33,149,1,4.5,53,280,5.28,2,2,3,3,3,139,7,8,3,18,2,9,1,1,2,13,2,0,2,24:50:00
Atlanta Falcons,NFC SOUTH,12,12,12,11/27/2022,Sun,Away,WAS,L,13,19,,15,25,60,165,1,6.6,5.6,76.2,1,9,29,167,0,5.8,55,332,6.04,3,2,1,1,3,122,6,10,2,18,4,10,0,1,2,20,0,1,1,26:51:00
Atlanta Falcons,NFC SOUTH,13,13,13,12/4/2022,Sun,Home,PIT,L,16,19,,13,24,54.2,160,1,6.7,5.63,71.5,1,7,28,146,0,5.2,53,306,5.77,3,3,1,1,3,137,9,8,1,18,3,10,1,1,6,48,0,1,1,27:05:00
Atlanta Falcons,NFC SOUTH,14,14,15,12/18/2022,Sun,Away,NOR,L,18,21,,13,26,50,89,0,3.4,3.42,58,4,8,39,231,2,5.9,69,320,4.64,1,1,1,1,5,208,6,13,2,21,9,16,0,1,3,30,1,0,1,30:56:00
Atlanta Falcons,NFC SOUTH,15,15,16,12/24/2022,Sat,Away,BAL,L,9,17,,22,33,66.7,212,0,6.4,6.42,84.4,2,6,33,115,0,3.5,68,327,4.81,3,3,0,0,3,112,11,5,1,17,5,14,1,4,5,48,1,0,1,32:44:00
Atlanta Falcons,NFC SOUTH,16,16,17,1/1/2023,Sun,Home,ARI,W,20,19,,19,26,73.1,166,0,6.4,6.38,89.6,1,3,34,132,2,3.9,61,298,4.89,2,2,2,2,3,148,9,10,1,20,5,11,1,2,5,70,1,0,1,32:24:00
Atlanta Falcons,NFC SOUTH,17,17,18,1/8/2023,Sun,Home,TAM,W,30,17,,19,30,63.3,208,2,6.9,8.27,106,2,16,35,174,1,5,67,382,5.7,3,3,3,3,3,154,11,10,1,22,6,15,3,3,2,18,1,0,1,34:49:00
Atlanta Falcons,NFC SOUTH,1,1,1,9/10/2023,Sun,Home,CAR,W,24,10,,15,18,83.3,91,1,5.1,6.17,106.2,4,24,26,130,2,5,48,221,4.6,1,1,3,3,7,337,6,7,0,13,2,10,0,0,6,43,0,0,0,25:19:00
Atlanta Falcons,NFC SOUTH,2,2,2,9/17/2023,Sun,Home,GNB,W,25,24,,19,32,59.4,235,1,7.3,6.56,79.6,1,2,45,211,1,4.7,78,446,5.72,4,4,2,1,1,45,10,15,2,27,6,15,3,4,6,110,0,1,1,36:15:00
Atlanta Falcons,NFC SOUTH,3,3,3,9/24/2023,Sun,Away,DET,L,6,20,,21,38,55.3,139,0,3.7,3.66,63.4,7,62,20,44,0,2.2,65,183,2.82,3,2,0,0,6,295,9,3,4,16,4,14,0,1,4,24,1,0,1,27:03:00
Atlanta Falcons,NFC SOUTH,4,4,4,10/1/2023,Sun,Away,JAX,L,7,23,,19,31,61.3,160,1,5.2,2.9,58.5,4,31,22,127,0,5.8,57,287,5.04,0,0,1,1,5,271,11,6,0,17,6,12,0,1,3,50,1,2,3,27:09:00
Atlanta Falcons,NFC SOUTH,5,5,5,10/8/2023,Sun,Home,HOU,W,21,19,,29,38,76.3,351,1,9.2,9.76,112.9,0,0,36,96,1,2.7,74,447,6.04,2,2,1,1,5,200,18,8,0,26,7,14,0,0,7,55,2,0,2,35:32:00
